dgp	n	model	rep	error
G2-irrelevant-dims	30	qda	48	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	49	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	50	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	51	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	52	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	53	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	54	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	55	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	56	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	57	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	58	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	59	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	60	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	61	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	62	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	63	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	64	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	65	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	66	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	67	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	68	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	69	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	70	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	71	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	72	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	73	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	74	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	75	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	76	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	77	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	78	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	79	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	80	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	81	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	82	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	83	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	84	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	85	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	86	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	87	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	88	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	89	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	90	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	91	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	92	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	93	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	94	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	95	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	96	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	97	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	98	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
G2-irrelevant-dims	30	qda	99	LinAlgError: The covariance matrix of class 0 is not full rank. When using `solver='svd'` the number of samples in each class should be more than the number of features, but class 0 has 15 samples and 18 features. Try using `solver='eigen'` and setting the parameter `shrinkage` for regularization.
